symbol,stock_name
000009,中国宝安
000011,深物业A
000019,深粮控股
000026,飞亚达
000030,富奥股份
000032,深桑达A
000034,神州数码
000049,德赛电池
000153,丰原药业
000157,中联重科
000301,东方盛虹
000338,潍柴动力
000401,冀东水泥
000504,南华生物
000505,京粮控股
000507,珠海港
000517,荣安地产
000537,广宇发展
000538,云南白药
000551,创元科技
000576,甘化科工
000623,吉林敖东
000636,风华高科
000650,仁和药业
000656,金科股份
000657,中钨高新
000665,湖北广电
000685,中山公用
000703,恒逸石化
000762,西藏矿业
000779,甘咨询
000788,北大医药
000791,甘肃电投
000810,创维数字
000812,陕西金叶
000822,山东海化
000859,国风新材
000869,张裕A
000876,新希望
000888,峨眉山A
000928,中钢国际
000937,冀中能源
000959,首钢股份
000961,中南建设
000966,长源电力
002009,天奇股份
002014,永新股份
002019,亿帆医药
002026,山东威达
002030,达安基因
002042,华孚时尚
002048,宁波华翔
002059,云南旅游
002061,浙江交科
002099,海翔药业
002105,信隆健康
002110,三钢闽光
002119,康强电子
002120,韵达股份
002135,东南网架
002139,拓邦股份
002149,西部材料
002150,通润装备
002156,通富微电
002169,智光电气
002171,楚江新材
002201,正威新材
002208,合肥城建
002226,江南化工
002232,启明信息
002233,塔牌集团
002237,恒邦股份
002246,北化股份
002265,西仪股份
002281,光迅科技
002291,星期六
002293,罗莱生活
002299,圣农发展
002326,永太科技
002327,富安娜
002332,仙琚制药
002386,天原股份
002389,航天彩虹
002396,星网锐捷
002398,垒知集团
002409,雅克科技
002429,兆驰股份
002434,万里扬
002440,闰土股份
002443,金洲管道
002444,巨星科技
002453,华软科技
002461,珠江啤酒
002463,沪电股份
002481,双塔食品
002487,大金重工
002531,天顺风能
002533,金杯电工
002552,宝鼎科技
002553,南方精工
002556,辉隆股份
002562,兄弟科技
002578,闽发铝业
002585,双星新材
002601,龙佰集团
002617,露笑科技
002626,金达威
002653,海思科
002675,东诚药业
002690,美亚光电
002714,牧原股份
002724,海洋王
002727,一心堂
002729,好利科技
002747,埃斯顿
002768,国恩股份
002791,坚朗五金
002819,东方中科
002824,和胜股份
002851,麦格米特
002897,意华股份
002913,奥士康
002915,中欣氟材
002940,昂利康
600012,皖通高速
600019,宝钢股份
600031,三一重工
600060,海信视像
600073,上海梅林
600075,新疆天业
600080,金花股份
600114,东睦股份
600161,天坛生物
600166,福田汽车
600167,联美控股
600170,上海建工
600171,上海贝岭
600173,卧龙地产
600210,紫江企业
600218,全柴动力
600223,鲁商发展
600237,铜峰电子
600248,陕西建工
600251,冠农股份
600252,中恒集团
600259,广晟有色
600262,北方股份
600269,赣粤高速
600284,浦东建设
600305,恒顺醋业
600316,洪都航空
600326,西藏天路
600330,天通股份
600348,华阳股份
600351,亚宝药业
600356,恒丰纸业
600370,三房巷
600372,中航电子
600395,盘江股份
600419,天润乳业
600444,国机通用
600475,华光环能
600477,杭萧钢构
600479,千金药业
600489,中金黄金
600496,精工钢构
600497,驰宏锌锗
600508,上海能源
600510,黑牡丹
600512,腾达建设
600513,联环药业
600521,华海药业
600531,豫光金铅
600536,中国软件
600547,山东黄金
600552,凯盛科技
600567,山鹰国际
600572,康恩贝
600575,淮河能源
600577,精达股份
600578,京能电力
600582,天地科技
600586,金晶科技
600587,新华医疗
600588,用友网络
600596,新安股份
600622,光大嘉宝
600624,复旦复华
600628,新世界
600639,浦东金桥
600641,万业企业
600655,豫园股份
600663,陆家嘴
600681,百川能源
600691,阳煤化工
600727,鲁北化工
600745,闻泰科技
600769,祥龙电业
600789,鲁抗医药
600790,轻纺城
600802,福建水泥
600812,华北制药
600817,宇通重工
600827,百联股份
600836,上海易连
600846,同济科技
600848,上海临港
600853,龙建股份
600863,内蒙华电
600865,百大集团
600867,通化东宝
600876,洛阳玻璃
600882,妙可蓝多
600966,博汇纸业
600967,内蒙一机
600970,中材国际
600971,恒源煤电
600987,航民股份
600992,贵绳股份
601000,唐山港
601001,晋控煤业
601100,恒立液压
601126,四方股份
601155,新城控股
601216,君正集团
601222,林洋能源
601231,环旭电子
601328,交通银行
601369,陕鼓动力
601388,怡球资源
601567,三星医疗
601601,中国太保
601606,长城军工
601636,旗滨集团
601669,中国电建
601818,光大银行
601872,招商轮船
601898,中煤能源
601985,中国核电
601998,中信银行
603010,万盛股份
603056,德邦股份
603066,音飞储存
603067,振华股份
603136,天目湖
603179,新泉股份
603181,皇马科技
603203,快克股份
603266,天龙股份
603288,海天味业
603297,永新光学
603299,苏盐井神
603315,福鞍股份
603333,尚纬股份
603335,迪生力
603486,科沃斯
603501,韦尔股份
603505,金石资源
603566,普莱柯
603617,君禾股份
603668,天马科技
603707,健友股份
603800,道森股份
603856,东宏股份
603906,龙蟠科技
603912,佳力图
603959,百利科技
603989,艾华集团
603993,洛阳钼业
