symbol,stock_name
000001,平安银行
000002,万科A
000009,中国宝安
000011,深物业A
000012,南玻A
000025,特力A
000049,德赛电池
000050,深天马A
000069,华侨城A
000100,TCL科技
000155,川能动力
000157,中联重科
000301,东方盛虹
000338,潍柴动力
000403,派林生物
000422,湖北宜化
000488,晨鸣纸业
000501,武商集团
000504,南华生物
000519,中兵红箭
000526,学大教育
000537,广宇发展
000547,航天发展
000591,太阳能
000626,远大控股
000627,天茂集团
000636,风华高科
000661,长春高新
000670,盈方微
000672,上峰水泥
000700,模塑科技
000708,中信特钢
000717,中南股份
000722,湖南发展
000723,美锦能源
000736,中交地产
000739,普洛药业
000756,新华制药
000789,万年青
000799,酒鬼酒
000803,山高环能
000812,陕西金叶
000825,太钢不锈
000830,鲁西化工
000838,财信发展
000858,五粮液
000877,天山股份
000887,中鼎股份
000895,双汇发展
000898,鞍钢股份
000902,新洋丰
000910,大亚圣象
000913,钱江摩托
000923,河钢资源
000951,中国重汽
000955,欣龙控股
000959,首钢股份
000990,诚志股份
000995,皇台酒业
001914,招商积余
002002,鸿达兴业
002007,华兰生物
002008,大族激光
002019,亿帆医药
002023,海特高新
002030,达安基因
002035,华帝股份
002036,联创电子
002064,华峰化学
002065,东华软件
002074,国轩高科
002075,沙钢股份
002082,万邦德
002084,海鸥住工
002091,江苏国泰
002101,广东鸿图
002107,沃华医药
002108,沧州明珠
002110,三钢闽光
002115,三维通信
002120,韵达股份
002124,天邦食品
002125,湘潭电化
002132,恒星科技
002135,东南网架
002136,安纳达
002139,拓邦股份
002145,中核钛白
002150,通润装备
002169,智光电气
002180,纳思达
002183,怡亚通
002185,华天科技
002191,劲嘉股份
002194,武汉凡谷
002201,正威新材
002202,金风科技
002208,合肥城建
002210,飞马国际
002212,天融信
002216,三全食品
002218,拓日新能
002232,启明信息
002240,盛新锂能
002241,歌尔股份
002242,九阳股份
002243,力合科创
002245,蔚蓝锂芯
002250,联化科技
002256,兆新股份
002265,建设工业
002268,电科网安
002271,东方雨虹
002274,华昌化工
002286,保龄宝
002317,众生药业
002326,永太科技
002340,格林美
002352,顺丰控股
002386,天原股份
002396,星网锐捷
002398,垒知集团
002408,齐翔腾达
002410,广联达
002414,高德红外
002419,天虹股份
002432,九安医疗
002435,长江健康
002444,巨星科技
002455,百川股份
002459,晶澳科技
002460,赣锋锂业
002481,双塔食品
002487,大金重工
002493,荣盛石化
002497,雅化集团
002505,鹏都农牧
002507,涪陵榨菜
002511,中顺洁柔
002518,科士达
002520,日发精机
002530,金财互联
002534,西子洁能
002538,司尔特
002539,云图控股
002549,凯美特气
002557,洽洽食品
002568,百润股份
002584,西陇科学
002585,双星新材
002597,金禾实业
002600,领益智造
002601,龙佰集团
002603,以岭药业
002607,中公教育
002612,朗姿股份
002614,奥佳华
002616,长青集团
002624,完美世界
002625,光启技术
002626,金达威
002636,金安国纪
002645,华宏科技
002647,仁东控股
002651,利君股份
002661,克明食品
002679,福建金森
002683,广东宏大
002695,煌上煌
002697,红旗连锁
002705,新宝股份
002706,良信股份
002709,天赐材料
002714,牧原股份
002727,一心堂
002729,好利科技
002738,中矿资源
002756,永兴材料
002761,浙江建投
002768,国恩股份
002791,坚朗五金
002803,吉宏股份
002810,山东赫达
002812,恩捷股份
002821,凯莱英
002824,和胜股份
002838,道恩股份
002841,视源股份
002864,盘龙药业
002866,传艺科技
002876,三利谱
002895,川恒股份
002897,意华股份
002900,哈三联
002901,大博医疗
002906,华阳集团
002909,集泰股份
002916,深南电路
002922,伊戈尔
002932,明德生物
600031,三一重工
600038,中直股份
600053,九鼎投资
600056,中国医药
600062,华润双鹤
600063,皖维高新
600071,凤凰光学
600095,湘财股份
600109,国金证券
600111,北方稀土
600126,杭钢股份
600132,重庆啤酒
600141,兴发集团
600143,金发科技
600152,维科技术
600155,华创云信
600163,中闽能源
600167,联美控股
600171,上海贝岭
600183,生益科技
600196,复星医药
600201,生物股份
600211,西藏药业
600223,福瑞达
600238,海南椰岛
600246,万通发展
600276,恒瑞医药
600295,鄂尔多斯
600298,安琪酵母
600305,恒顺醋业
600315,上海家化
600316,洪都航空
600328,中盐化工
600338,西藏珠峰
600346,恒力石化
600366,宁波韵升
600383,金地集团
600389,江山股份
600392,盛和资源
600399,抚顺特钢
600400,红豆股份
600409,三友化工
600455,博通股份
600456,宝钛股份
600460,士兰微
600491,龙元建设
600498,烽火通信
600500,中化国际
600510,黑牡丹
600513,联环药业
600516,方大炭素
600521,华海药业
600523,贵航股份
600529,山东药玻
600563,法拉电子
600577,精达股份
600585,海螺水泥
600588,用友网络
600596,新安股份
600597,光明乳业
600603,广汇物流
600604,市北高新
600621,华鑫股份
600641,万业企业
600696,岩石股份
600703,三安光电
600704,物产中大
600727,鲁北化工
600733,北汽蓝谷
600739,辽宁成大
600740,山西焦化
600745,闻泰科技
600753,庚星股份
600763,通策医疗
600776,东方通信
600779,水井坊
600782,新钢股份
600789,鲁抗医药
600810,神马股份
600812,华北制药
600827,百联股份
600834,申通地铁
600848,上海临港
600859,王府井
600876,凯盛新能
600882,妙可蓝多
600884,杉杉股份
600966,博汇纸业
600984,建设机械
600992,贵绳股份
600995,南网储能
601012,隆基绿能
601028,玉龙股份
601066,中信建投
601100,恒立液压
601155,新城控股
601216,君正集团
601311,骆驼股份
601388,怡球资源
601615,明阳智能
601633,长城汽车
601636,旗滨集团
601677,明泰铝业
601678,滨化股份
601877,正泰电器
601888,中国中免
601908,京运通
601933,永辉超市
601966,玲珑轮胎
603005,晶方科技
603010,万盛股份
